locality,property_type,area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,furnishing,facing,gym,swimming_pool,security,power_backup,lift,price
Ramachandrapuram,Independent House,2310,3,2,2,4,1,3,1,Fully Furnished,East,1,1,1,1,0,21000000
Adibatla,Villa,1972,3,2,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,10800000
Adibatla,Villa,2300,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,12600000
Adibatla,Villa,2767,3,2,2,0,1,2,2,Fully Furnished,North,1,1,1,1,0,15200000
Adibatla,Villa,2587,3,2,2,0,0,2,2,Fully Furnished,West,1,1,1,1,0,14200000
Kokapet,Apartment,3465,4,3,2,0,8,12,1,Fully Furnished,East,1,1,1,1,1,31100000
Kokapet,Apartment,3260,4,3,2,0,1,12,1,Fully Furnished,North,1,1,1,1,1,29300000
Kokapet,Apartment,3775,4,3,2,0,7,10,1,Fully Furnished,East,1,1,1,1,1,33900000
Kokapet,Apartment,2640,3,2,2,0,8,12,1,Fully Furnished,North-East,1,1,1,1,1,23700000
Kokapet,Apartment,3755,4,3,2,0,17,20,1,Fully Furnished,East,1,1,1,1,1,33700000
Gandipet,Apartment,2040,3,2,2,0,2,5,1,Fully Furnished,North-East,1,1,1,1,1,18300000
Kokapet,Apartment,4037,4,3,2,0,19,20,1,Fully Furnished,North,1,1,1,1,1,40800000
Gandipet,Apartment,2540,3,2,2,0,6,7,1,Fully Furnished,North-East,1,1,1,1,1,22800000
Gandipet,Apartment,1765,3,2,2,0,2,15,1,Fully Furnished,South,1,1,1,1,1,15800000
Kukatpally,Apartment,1540,3,2,2,0,1,12,1,Fully Furnished,South,1,1,1,1,1,10900000
Kukatpally,Apartment,1390,3,2,2,0,6,12,1,Fully Furnished,West,1,1,1,1,1,9868000
Kukatpally,Apartment,1295,2,1,2,0,4,15,1,Fully Furnished,East,1,1,1,1,1,9194000
Nizampet,Apartment,1551,3,2,2,4,7,10,1,Fully Furnished,East,1,1,1,1,1,9303000
Kukatpally,Apartment,1395,3,2,2,0,10,20,1,Fully Furnished,North-East,1,1,1,1,1,9904000
Nizampet,Apartment,1854,3,2,2,4,2,10,1,Fully Furnished,North-East,1,1,1,1,1,11100000
Kompally,Apartment,1250,2,1,2,4,7,12,1,Semi-Furnished,West,1,0,1,1,1,5250000
Kompally,Apartment,1156,2,1,2,4,18,24,1,Semi-Furnished,East,0,0,1,1,1,4855000
Kompally,Apartment,1230,2,1,2,4,8,20,1,Semi-Furnished,West,0,0,1,1,1,5166000
Kompally,Apartment,1165,2,1,2,4,3,5,1,Semi-Furnished,North,1,0,1,1,1,4893000
Banjara Hills,Independent House,1950,4,3,2,4,0,2,1,Fully Furnished,West,0,1,1,1,0,26000000
West Marredpally,Apartment,1050,2,1,2,4,8,10,1,Semi-Furnished,South,0,0,1,1,1,7700000
Velmala,Apartment,1835,3,2,2,0,5,7,1,Fully Furnished,North-West,1,1,1,1,1,10800000
Velmala,Apartment,2610,3,2,2,0,1,10,1,Fully Furnished,East,1,1,1,1,1,15300000
Tellapur,Apartment,1965,3,2,2,0,8,12,1,Fully Furnished,West,1,1,1,1,1,12100000
Velmala,Apartment,2300,3,2,2,0,6,7,1,Fully Furnished,West,1,1,1,1,1,13500000
Tellapur,Apartment,1495,2,1,2,0,14,15,1,Fully Furnished,West,1,1,1,1,1,9267000
Tellapur,Apartment,2035,3,2,2,0,4,20,1,Fully Furnished,East,1,1,1,1,1,12600000
Velmala,Apartment,1350,2,1,2,0,14,20,1,Semi-Furnished,East,0,0,1,1,1,7963000
Tellapur,Apartment,1915,3,2,2,0,2,10,1,Fully Furnished,North-East,1,1,1,1,1,11800000
Velmala,Apartment,2310,3,2,2,0,3,5,1,Fully Furnished,West,1,1,1,1,1,13600000
Tellapur,Apartment,1865,3,2,2,0,5,15,1,Fully Furnished,North,1,1,1,1,1,11500000
Velmala,Apartment,2110,3,2,2,0,1,5,1,Fully Furnished,North-East,1,1,1,1,1,12400000
Velmala,Apartment,1715,3,2,2,0,18,20,1,Fully Furnished,South,1,1,1,1,1,10100000
Velmala,Apartment,1325,2,1,2,0,15,20,1,Semi-Furnished,East,1,0,1,1,1,7816000
Velmala,Apartment,2060,3,2,2,0,11,15,1,Fully Furnished,North,1,1,1,1,1,12100000
Velmala,Apartment,1895,3,2,2,0,2,10,1,Fully Furnished,West,1,1,1,1,1,11100000
Attapur,Apartment,1426,3,2,2,0,7,12,1,Fully Furnished,South,1,1,1,1,1,9411000
Attapur,Apartment,2122,3,2,2,0,5,10,1,Fully Furnished,South,1,1,1,1,1,14000000
Attapur,Apartment,1298,2,1,2,0,9,10,1,Fully Furnished,South,1,1,1,1,1,8566000
Attapur,Apartment,2086,3,2,2,0,3,12,1,Fully Furnished,West,1,1,1,1,1,13700000
Chandanagar,Apartment,1999,3,2,2,0,12,20,1,Fully Furnished,South,1,1,1,1,1,13600000
Attapur,Apartment,2344,3,2,2,0,2,7,1,Fully Furnished,East,1,1,1,1,1,15400000
Chandanagar,Apartment,1374,2,1,2,0,11,12,1,Fully Furnished,East,1,1,1,1,1,9410000
Attapur,Apartment,2080,3,2,2,0,17,20,1,Fully Furnished,West,1,1,1,1,1,13700000
Attapur,Apartment,1668,3,2,2,0,1,12,1,Fully Furnished,East,1,1,1,1,1,11000000
Chandanagar,Apartment,1373,2,1,2,0,8,10,1,Fully Furnished,East,1,1,1,1,1,9403000
Attapur,Apartment,2623,3,2,2,0,9,15,1,Fully Furnished,North-East,1,1,1,1,1,17300000
Chandanagar,Apartment,1074,2,1,2,0,6,10,1,Semi-Furnished,North-West,1,0,1,1,1,7355000
Chandanagar,Apartment,1654,3,2,2,0,14,15,1,Fully Furnished,West,1,1,1,1,1,11300000
Chandanagar,Apartment,1363,2,1,2,0,13,24,1,Fully Furnished,East,1,1,1,1,1,9335000
Attapur,Apartment,1540,3,2,2,0,5,15,1,Fully Furnished,East,1,1,1,1,1,10100000
Attapur,Apartment,1272,2,1,2,0,2,5,1,Fully Furnished,East,1,1,1,1,1,8395000
Attapur,Apartment,2367,3,2,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,15600000
Attapur,Apartment,2361,3,2,2,0,6,12,1,Fully Furnished,North-East,1,1,1,1,1,15500000
Attapur,Apartment,2096,3,2,2,0,5,7,1,Fully Furnished,East,1,1,1,1,1,13800000
Kollur,Apartment,1950,3,2,2,0,10,15,1,Fully Furnished,West,1,1,1,1,1,13000000
Kollur,Apartment,5000,4,3,2,0,5,15,1,Fully Furnished,East,1,1,1,1,1,33400000
Kollur,Apartment,1820,3,2,2,0,1,5,1,Fully Furnished,North-East,1,1,1,1,1,12100000
Kollur,Apartment,1430,2,1,2,0,6,10,1,Fully Furnished,South,1,1,1,1,1,9533000
Kollur,Apartment,2600,4,3,2,0,2,15,1,Fully Furnished,North-West,1,1,1,1,1,17300000
Kollur,Apartment,1280,2,1,2,0,9,15,1,Fully Furnished,South,1,1,1,1,1,8533000
Kollur,Apartment,1260,2,1,2,0,10,12,1,Fully Furnished,West,1,1,1,1,1,8400000
Kollur,Apartment,1790,3,2,2,0,14,20,1,Fully Furnished,East,1,1,1,1,1,11900000
Kollur,Apartment,2070,3,2,2,0,4,5,1,Fully Furnished,South,1,1,1,1,1,13800000
Kollur,Apartment,1400,2,1,2,0,1,24,1,Fully Furnished,West,1,1,1,1,1,9333000
Gachibowli,Villa,5000,4,3,2,4,0,1,2,Fully Furnished,North,1,1,1,1,0,50000000
Kondapur,Apartment,1413,2,1,2,0,10,15,1,Fully Furnished,East,1,1,1,1,1,13900000
Kondapur,Apartment,1915,3,2,2,0,3,7,1,Fully Furnished,East,1,1,1,1,1,18800000
Kondapur,Apartment,1496,3,2,2,0,4,10,1,Fully Furnished,North,1,1,1,1,1,14700000
Kondapur,Apartment,1432,2,1,2,0,7,15,1,Fully Furnished,North,1,1,1,1,1,14100000
Kondapur,Apartment,1798,3,2,2,0,6,15,1,Fully Furnished,South,1,1,1,1,1,17700000
Kondapur,Apartment,1632,3,2,2,0,8,12,1,Fully Furnished,East,1,1,1,1,1,16100000
Kondapur,Apartment,1297,2,1,2,0,5,20,1,Fully Furnished,North,1,1,1,1,1,12800000
Kondapur,Apartment,1934,3,2,2,0,10,12,1,Fully Furnished,East,1,1,1,1,1,19000000
Kondapur,Apartment,1613,3,2,2,0,4,5,1,Fully Furnished,East,1,1,1,1,1,15900000
Puppalaguda,Apartment,3620,4,3,2,0,4,10,1,Fully Furnished,East,1,1,1,1,1,32500000
Puppalaguda,Apartment,3605,4,3,2,0,6,7,1,Fully Furnished,East,1,1,1,1,1,32400000
Kokapet,Apartment,8032,4,3,2,0,11,24,1,Fully Furnished,East,1,1,1,1,1,96300000
Kokapet,Apartment,3450,3,2,2,0,2,10,1,Fully Furnished,North-East,1,1,1,1,1,41400000
Kokapet,Apartment,3336,3,2,2,0,1,7,1,Fully Furnished,North,1,1,1,1,1,40000000
Kokapet,Apartment,3592,3,2,2,0,1,12,1,Fully Furnished,South,1,1,1,1,1,43100000
Kokapet,Apartment,3997,4,3,2,0,11,12,1,Fully Furnished,West,1,1,1,1,1,47900000
Kokapet,Apartment,3614,3,2,2,0,9,12,1,Fully Furnished,West,1,1,1,1,1,43300000
Nanakramguda,Apartment,3400,3,2,2,0,3,10,1,Fully Furnished,East,1,1,1,1,1,37400000
Nanakramguda,Apartment,4555,4,3,2,0,4,7,1,Fully Furnished,East,1,1,1,1,1,50100000
Nanakramguda,Apartment,2675,3,2,2,0,14,15,1,Fully Furnished,North-East,1,1,1,1,1,29400000
Nanakramguda,Apartment,6858,4,3,2,0,4,5,1,Fully Furnished,North,1,1,1,1,1,75400000
Nanakramguda,Apartment,2390,3,2,2,0,11,12,1,Fully Furnished,West,1,1,1,1,1,26200000
Nanakramguda,Apartment,2130,3,2,2,0,17,20,1,Fully Furnished,South,1,1,1,1,1,23400000
Nanakramguda,Apartment,5751,4,3,2,0,23,24,1,Fully Furnished,East,1,1,1,1,1,63200000
Nanakramguda,Apartment,2880,3,2,2,0,8,12,1,Fully Furnished,North-West,1,1,1,1,1,31600000
Nanakramguda,Apartment,5600,4,3,2,0,5,15,1,Fully Furnished,West,1,1,1,1,1,61600000
Nanakramguda,Apartment,2355,3,2,2,0,5,15,1,Fully Furnished,West,1,1,1,1,1,25900000
Nanakramguda,Apartment,2315,3,2,2,0,6,15,1,Fully Furnished,West,1,1,1,1,1,25400000
Nanakramguda,Apartment,6723,4,3,2,0,18,24,1,Fully Furnished,East,1,1,1,1,1,73900000
Narsingi,Apartment,2035,3,2,2,0,11,12,1,Fully Furnished,East,1,1,1,1,1,12800000
Kokapet,Apartment,6779,4,3,2,0,10,15,1,Fully Furnished,North-East,1,1,1,1,1,108400000
Kokapet,Apartment,6836,4,3,2,0,5,10,1,Fully Furnished,East,1,1,1,1,1,109300000
Kokapet,Apartment,3333,4,3,2,0,1,5,1,Fully Furnished,East,1,1,1,1,1,34900000
Kokapet,Apartment,2552,3,2,2,0,3,15,1,Fully Furnished,East,1,1,1,1,1,26700000
Kokapet,Apartment,3030,4,3,2,0,18,20,1,Fully Furnished,North,1,1,1,1,1,31800000
Kokapet,Apartment,3939,4,3,2,0,2,12,1,Fully Furnished,North,1,1,1,1,1,41300000
Khajiguda,Apartment,9599,5,4,2,0,4,15,1,Fully Furnished,East,1,1,1,1,1,153500000
Khajiguda,Apartment,5739,4,3,2,0,18,20,1,Fully Furnished,East,1,1,1,1,1,91800000
Khajiguda,Apartment,5039,4,3,2,0,3,5,1,Fully Furnished,East,1,1,1,1,1,80600000
Khajiguda,Apartment,6339,4,3,2,0,2,12,1,Fully Furnished,West,1,1,1,1,1,101400000
Khajiguda,Apartment,4650,4,3,2,0,11,20,1,Fully Furnished,North,1,1,1,1,1,74400000
Khajiguda,Apartment,2011,4,3,2,0,7,10,1,Fully Furnished,East,1,1,1,1,1,32100000
Khajiguda,Apartment,8234,4,3,2,0,7,12,1,Fully Furnished,East,1,1,1,1,1,131700000
Khajiguda,Apartment,8224,4,3,2,0,6,12,1,Fully Furnished,South,1,1,1,1,1,131500000
Uppal,Apartment,1350,2,1,2,0,2,10,1,Semi-Furnished,North,1,0,1,1,1,4725000
Manikonda,Apartment,1247,2,1,2,4,10,12,1,Fully Furnished,North,1,1,1,1,1,11300000
Manikonda,Apartment,1245,2,1,2,4,2,20,1,Fully Furnished,North-West,1,1,1,1,1,11300000
Manikonda,Apartment,1230,2,1,2,4,2,5,1,Fully Furnished,South,1,1,1,1,1,11200000
Manikonda,Apartment,1605,3,2,2,4,23,24,1,Fully Furnished,West,1,1,1,1,1,14600000
Manikonda,Apartment,980,2,1,2,4,2,10,1,Fully Furnished,West,1,1,1,1,1,8925000
Manikonda,Apartment,1995,3,2,2,4,3,20,1,Fully Furnished,North,1,1,1,1,1,18100000
Manikonda,Apartment,1340,2,1,2,4,6,7,1,Fully Furnished,North,1,1,1,1,1,12200000
Manikonda,Apartment,1065,2,1,2,4,1,12,1,Fully Furnished,North,1,1,1,1,1,9700000
Boduppal,Apartment,1202,2,1,2,0,5,12,1,Semi-Furnished,North,1,0,1,1,1,4327000
Manikonda,Apartment,2150,3,2,2,4,8,12,1,Fully Furnished,East,1,1,1,1,1,19500000
Manikonda,Apartment,2410,3,2,2,4,9,10,1,Fully Furnished,West,1,1,1,1,1,21900000
Manikonda,Apartment,970,2,1,2,4,9,15,1,Fully Furnished,East,1,1,1,1,1,8837000
Uppal,Apartment,2470,4,3,2,0,4,10,1,Fully Furnished,East,1,1,1,1,1,8892000
Nacharam,Apartment,1350,3,2,2,0,14,15,1,Semi-Furnished,East,0,0,1,1,1,4860000
Kokapet,Apartment,1885,3,2,2,0,1,5,1,Fully Furnished,North,1,1,1,1,1,14900000
Tellapur,Apartment,1560,3,2,2,4,2,12,1,Fully Furnished,North,1,1,1,1,1,9826000
Miyapur,Apartment,1244,2,1,2,4,5,10,1,Fully Furnished,East,1,1,1,1,1,11700000
Miyapur,Apartment,1454,2,1,2,4,1,5,1,Fully Furnished,West,1,1,1,1,1,13700000
Miyapur,Apartment,1225,2,1,2,4,15,20,1,Fully Furnished,North,1,1,1,1,1,11500000
Moti Nagar,Apartment,1567,3,2,2,0,1,12,1,Fully Furnished,East,1,1,1,1,1,14800000
Moti Nagar,Apartment,1583,3,2,2,0,4,12,1,Fully Furnished,North,1,1,1,1,1,15000000
Moti Nagar,Apartment,1793,3,2,2,0,5,10,1,Fully Furnished,South,1,1,1,1,1,17000000
Pocharam,Apartment,1442,3,2,2,4,11,15,1,Semi-Furnished,South,1,0,1,1,1,6000000
Narepally,Independent House,1800,3,2,2,4,1,3,1,Fully Furnished,East,1,1,1,1,0,9000000
Mallampet,Apartment,1200,3,2,2,4,14,24,1,Semi-Furnished,West,1,0,1,1,1,6500000
Gachibowli,Apartment,2729,4,3,2,4,14,15,1,Fully Furnished,West,1,1,1,1,1,32700000
Tellapur,Villa,4146,4,3,2,0,0,2,2,Fully Furnished,North-West,1,1,1,1,0,70100000
Gachibowli,Apartment,2848,4,3,2,4,4,10,1,Fully Furnished,West,1,1,1,1,1,34100000
Tellapur,Villa,3786,4,3,2,0,1,2,2,Fully Furnished,North,1,1,1,1,0,64000000
Tellapur,Villa,4756,4,3,2,0,1,3,2,Fully Furnished,North,1,1,1,1,0,80399999
Gachibowli,Apartment,2713,4,3,2,4,19,20,1,Fully Furnished,East,1,1,1,1,1,32500000
Tellapur,Villa,3223,4,3,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,54400000
Malikdanguda,Apartment,1025,2,1,2,4,2,10,1,Semi-Furnished,East,0,0,1,1,1,7000000
Maheshwaram,Apartment,1150,2,1,2,4,9,12,1,Semi-Furnished,East,0,0,1,1,1,7000000
Maheshwaram,Villa,2043,3,2,2,4,0,2,2,Fully Furnished,South,1,1,1,1,0,20400000
Nagole,Apartment,1141,3,2,2,4,6,15,1,Semi-Furnished,East,0,0,1,1,1,6100000
Kokapet,Apartment,3465,4,3,2,0,15,20,1,Fully Furnished,North-West,1,1,1,1,1,31100000
Kokapet,Apartment,3260,4,3,2,0,9,10,1,Fully Furnished,East,1,1,1,1,1,29300000
Kokapet,Apartment,3775,4,3,2,0,17,20,1,Fully Furnished,North,1,1,1,1,1,33900000
Kokapet,Apartment,2640,3,2,2,0,3,10,1,Fully Furnished,West,1,1,1,1,1,23700000
Kokapet,Apartment,3755,4,3,2,0,14,15,1,Fully Furnished,East,1,1,1,1,1,33700000
Kokapet,Apartment,1310,2,1,2,0,3,24,1,Fully Furnished,East,1,1,1,1,1,9563000
Miyapur,Apartment,1242,2,1,2,4,6,20,1,Semi-Furnished,North,1,0,1,1,1,5800000
Manikonda,Apartment,1660,3,2,2,0,13,15,1,Fully Furnished,South,1,1,1,1,1,10700000
Nacharam,Apartment,1215,2,1,2,0,9,12,1,Semi-Furnished,North-East,1,0,1,1,1,3765999
Hayathnagar,Independent House,3400,4,3,2,4,1,3,1,Fully Furnished,North,1,0,1,1,0,16500000
Badangpet,Apartment,1285,2,1,2,4,11,20,1,Semi-Furnished,South,1,0,1,1,1,6039000
Hayathnagar,Independent House,2400,4,3,2,4,0,2,1,Fully Furnished,North,0,0,1,1,0,13000000
Hayathnagar,Independent House,5800,5,4,2,4,0,1,1,Fully Furnished,South,0,1,1,1,0,19000000
Hayathnagar,Independent House,3700,4,3,2,4,1,2,1,Fully Furnished,North,0,1,1,1,0,18500000
Kukatpally,Apartment,1325,2,1,2,0,2,20,1,Fully Furnished,North-West,1,1,1,1,1,10300000
Madhapur,Independent Floor,3430,3,2,2,4,1,3,0,Fully Furnished,South,1,1,1,1,0,55000000
Isnapur,Apartment,1520,3,2,2,0,8,20,1,Semi-Furnished,South,0,0,1,1,1,6534000
Miyapur,Apartment,1099,2,1,2,0,11,20,1,Semi-Furnished,North-West,0,0,1,1,1,7498000
HITEC City,Apartment,1334,2,1,2,4,4,7,1,Fully Furnished,North,1,1,1,1,1,17000000
Gachibowli,Apartment,1298,2,1,2,0,8,12,1,Fully Furnished,West,1,1,1,1,1,9028000
Nanakramguda,Apartment,1980,3,2,2,4,10,15,1,Fully Furnished,North-East,1,1,1,1,1,22000000
Tellapur,Villa,3650,4,3,2,4,1,3,2,Fully Furnished,North,1,1,1,1,0,53500000
Kondapur,Apartment,1710,3,2,2,4,16,24,1,Fully Furnished,North,1,1,1,1,1,23000000
Narsingi,Apartment,1915,3,2,2,4,5,15,1,Fully Furnished,East,1,1,1,1,1,21300000
Kukatpally,Apartment,1650,3,2,2,0,18,24,1,Fully Furnished,South,1,1,1,1,1,12800000
Gachibowli,Apartment,1291,2,1,2,0,3,12,1,Fully Furnished,East,1,1,1,1,1,9028000
Kokapet,Apartment,1087,2,1,2,0,8,20,1,Fully Furnished,North-East,1,1,1,1,1,8137000
HITEC City,Apartment,3090,4,3,2,4,1,12,1,Fully Furnished,East,1,1,1,1,1,40000000
Kokapet,Apartment,1087,2,1,2,0,19,20,1,Fully Furnished,West,1,1,1,1,1,8137000
Gachibowli,Apartment,1290,2,1,2,0,1,20,1,Fully Furnished,East,1,1,1,1,1,9028000
Isnapur,Villa,2100,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,13400000
Gachibowli,Apartment,1290,2,1,2,0,9,10,1,Fully Furnished,North-East,1,1,1,1,1,9028000
Kondapur,Apartment,1618,3,2,2,4,4,20,1,Fully Furnished,North-East,1,1,1,1,1,10800000
Kompally,Apartment,1200,2,1,2,0,6,15,1,Semi-Furnished,East,1,0,1,1,1,6200000
Osman Nagar,Apartment,1600,3,2,2,0,5,10,1,Fully Furnished,East,1,1,1,1,1,8400000
Osman Nagar,Apartment,1600,2,1,2,0,19,20,1,Fully Furnished,South,1,1,1,1,1,8400000
Kollur,Apartment,1600,3,2,2,0,10,20,1,Fully Furnished,North-East,1,1,1,1,1,8400000
Shankarpalli,Villa,2400,4,3,2,4,1,3,2,Fully Furnished,West,1,1,1,1,0,18500000
Kukatpally,Apartment,4761,4,3,2,4,7,10,1,Fully Furnished,North,1,1,1,1,1,41600000
Bandlaguda Jagir,Apartment,1440,2,1,2,0,4,10,1,Fully Furnished,West,1,1,1,1,1,9828000
Moosapet,Apartment,1995,3,2,2,0,7,12,1,Fully Furnished,North-East,1,1,1,1,1,10900000
Miyapur,Apartment,1140,2,1,2,4,1,10,1,Fully Furnished,North,1,1,1,1,1,8300000
Kollur,Villa,4100,4,3,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,55000000
Moosapet,Apartment,1850,3,2,2,0,2,7,1,Fully Furnished,East,1,1,1,1,1,10100000
Gopanpally,Apartment,1965,3,2,2,0,8,15,1,Fully Furnished,North-East,1,1,1,1,1,19500000
Kukatpally,Apartment,2880,3,2,2,0,16,20,1,Fully Furnished,East,1,1,1,1,1,15800000
Moosapet,Apartment,1660,3,2,2,0,6,7,1,Fully Furnished,West,1,1,1,1,1,9130000
Kondapur,Apartment,2390,3,2,2,0,1,5,1,Fully Furnished,North,1,1,1,1,1,16200000
Kondapur,Apartment,2298,3,2,2,0,15,24,1,Fully Furnished,East,1,1,1,1,1,15600000
Nizampet,Apartment,1700,3,2,2,0,4,20,1,Fully Furnished,East,1,1,1,1,1,10700000
Kukatpally,Apartment,1450,2,1,2,0,4,10,1,Semi-Furnished,South,0,0,1,1,1,6813000
Narsingi,Apartment,2170,3,2,2,0,3,7,1,Fully Furnished,North-East,1,1,1,1,1,14700000
Kukatpally,Apartment,2450,4,3,2,0,6,10,1,Fully Furnished,North-East,1,1,1,1,1,11500000
Bandlaguda Jagir,Apartment,1260,2,1,2,0,6,15,1,Semi-Furnished,North-East,1,0,1,1,1,6352000
Patancheru,Apartment,1200,3,2,2,0,8,10,1,Semi-Furnished,North,1,0,1,1,1,6358000
Patancheru,Apartment,967,2,1,2,0,2,5,1,Semi-Furnished,South,1,0,1,1,1,5124000
Patancheru,Apartment,931,2,1,2,0,15,24,1,Semi-Furnished,West,1,0,1,1,1,4933000
Patancheru,Apartment,700,1,1,1,0,4,24,1,Semi-Furnished,North,1,0,1,1,1,3709000
Kokapet,Apartment,2049,3,2,2,0,4,15,1,Fully Furnished,North-West,1,1,1,1,1,15300000
Kokapet,Apartment,2050,3,2,2,0,7,15,1,Fully Furnished,East,1,1,1,1,1,15300000
Kokapet,Apartment,1770,3,2,2,0,1,7,1,Fully Furnished,West,1,1,1,1,1,13200000
Kokapet,Apartment,1765,3,2,2,0,3,10,1,Fully Furnished,North,1,1,1,1,1,13200000
Kokapet,Apartment,1390,3,2,2,0,7,10,1,Fully Furnished,East,1,1,1,1,1,13000000
Patancheru,Apartment,1203,3,2,2,0,2,12,1,Semi-Furnished,East,1,0,1,1,1,6374000
Patancheru,Apartment,1196,3,2,2,0,17,24,1,Semi-Furnished,North-East,0,0,1,1,1,6337000
Patancheru,Apartment,964,2,1,2,0,1,7,1,Semi-Furnished,North-West,1,0,1,1,1,5108000
Patancheru,Apartment,769,1,1,1,0,7,10,1,Semi-Furnished,West,0,0,1,1,1,4074000
Kondapur,Apartment,2160,3,2,2,0,11,20,1,Fully Furnished,East,1,1,1,1,1,17000000
Kondapur,Apartment,2125,3,2,2,0,2,10,1,Fully Furnished,East,1,1,1,1,1,16700000
Kondapur,Apartment,2080,3,2,2,0,4,15,1,Fully Furnished,North-East,1,1,1,1,1,16400000
Kondapur,Apartment,2035,3,2,2,0,11,15,1,Fully Furnished,West,1,1,1,1,1,16000000
Kondapur,Apartment,1960,3,2,2,0,12,20,1,Fully Furnished,West,1,1,1,1,1,15400000
Kondapur,Apartment,1945,3,2,2,0,1,5,1,Fully Furnished,West,1,1,1,1,1,15300000
Manikonda,Apartment,1545,3,2,2,0,16,20,1,Fully Furnished,West,1,1,1,1,1,15000000
Manikonda,Apartment,980,2,1,2,0,6,20,1,Fully Furnished,North,1,1,1,1,1,9600000
Manikonda,Apartment,1230,2,1,2,0,5,15,1,Fully Furnished,North-East,1,1,1,1,1,12000000
Manikonda,Apartment,1150,2,1,2,0,1,24,1,Fully Furnished,North,1,1,1,1,1,11200000
Manikonda,Apartment,1340,2,1,2,0,6,10,1,Fully Furnished,South,1,1,1,1,1,11800000
Manikonda,Apartment,1245,2,1,2,0,3,10,1,Fully Furnished,West,1,1,1,1,1,10900000
Bachupally,Apartment,1556,3,2,2,0,1,5,1,Fully Furnished,South,1,1,1,1,1,10300000
Bachupally,Apartment,1294,3,2,2,0,2,15,1,Fully Furnished,North,1,1,1,1,1,8605000
Bachupally,Apartment,1045,2,1,2,0,16,20,1,Semi-Furnished,East,0,0,1,1,1,6948999
Hafeezpet,Apartment,1791,3,2,2,0,9,12,1,Fully Furnished,North,1,1,1,1,1,10700000
Hafeezpet,Apartment,1906,3,2,2,0,8,20,1,Fully Furnished,East,1,1,1,1,1,11400000
Hafeezpet,Apartment,1771,3,2,2,0,14,15,1,Fully Furnished,South,1,1,1,1,1,10600000
Hafeezpet,Apartment,1726,3,2,2,0,7,12,1,Fully Furnished,West,1,1,1,1,1,10300000
Hafeezpet,Apartment,1941,3,2,2,0,12,15,1,Fully Furnished,North-West,1,1,1,1,1,11600000
Hafeezpet,Apartment,1911,3,2,2,0,4,5,1,Fully Furnished,East,1,1,1,1,1,11400000
Hafeezpet,Apartment,2086,3,2,2,0,20,24,1,Fully Furnished,South,1,1,1,1,1,12500000
Hafeezpet,Apartment,1481,3,2,2,0,9,15,1,Fully Furnished,North,1,1,1,1,1,8884000
Hafeezpet,Apartment,1706,3,2,2,0,3,5,1,Fully Furnished,South,1,1,1,1,1,10200000
Hafeezpet,Apartment,1290,2,1,2,0,4,7,1,Semi-Furnished,West,0,0,1,1,1,7738000
Hafeezpet,Apartment,1400,2,1,2,0,9,10,1,Fully Furnished,North,1,1,1,1,1,8398000
Miyapur,Apartment,1180,2,1,2,0,9,10,1,Semi-Furnished,South,1,0,1,1,1,7670000
Miyapur,Apartment,1217,2,1,2,0,6,10,1,Semi-Furnished,East,0,0,1,1,1,7909999
Miyapur,Apartment,1209,2,1,2,0,5,12,1,Semi-Furnished,East,0,0,1,1,1,7858000
Miyapur,Apartment,1259,2,1,2,0,8,12,1,Fully Furnished,North,1,1,1,1,1,8183000
Miyapur,Apartment,1170,2,1,2,0,1,10,1,Semi-Furnished,North,0,0,1,1,1,7605000
Mokila,Villa,3910,3,2,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,60300000
Miyapur,Apartment,1215,2,1,2,0,2,7,1,Semi-Furnished,East,0,0,1,1,1,7897000
Mokila,Villa,3890,3,2,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,60000000
Miyapur,Apartment,1256,2,1,2,0,11,15,1,Fully Furnished,South,1,1,1,1,1,8164000
Miyapur,Apartment,1244,2,1,2,0,1,15,1,Fully Furnished,North,1,1,1,1,1,8086000
Miyapur,Apartment,1225,2,1,2,0,9,24,1,Semi-Furnished,North-East,0,0,1,1,1,7962000
Miyapur,Apartment,1231,2,1,2,0,2,5,1,Fully Furnished,North-West,1,1,1,1,1,8001000
Narsingi,Apartment,2540,4,3,2,0,9,15,1,Fully Furnished,West,1,1,1,1,1,19000000
Miyapur,Apartment,1173,2,1,2,0,9,10,1,Semi-Furnished,East,1,0,1,1,1,7626000
Narsingi,Apartment,1535,3,2,2,0,6,12,1,Fully Furnished,East,1,1,1,1,1,11500000
Narsingi,Apartment,1875,3,2,2,0,4,15,1,Fully Furnished,East,1,1,1,1,1,14000000
Miyapur,Apartment,1572,3,2,2,0,8,10,1,Fully Furnished,North-East,1,1,1,1,1,10200000
Miyapur,Apartment,1500,2,1,2,0,4,5,1,Fully Furnished,North,1,1,1,1,1,9750000
Narsingi,Apartment,2630,4,3,2,0,1,7,1,Fully Furnished,East,1,1,1,1,1,19700000
